Lead ID,Date,Time,Lead Name,Responsible User Name,Price,Pipeline ID,Status ID
L_78d5708e,2025-07-13,12:59:24,Lead_b77eb5f0,User 3,0,11407743,87578751
L_b47833e7,2025-07-13,12:44:54,Lead_9c0ffc01,User 3,0,11407743,87578751
L_8869fea8,2025-07-13,12:22:05,Lead_8d581b37,User 6,0,11407743,87578751
L_56644fc5,2025-07-13,12:17:49,Lead_801c4fc0,User 4,0,11407743,87578751
L_56a6ca0c,2025-07-13,12:10:35,Lead_47fd15b7,User 3,0,11407743,87578751
L_db82ecf5,2025-07-13,12:04:05,Lead_3c0d0f70,User 7,0,11407743,87578751
L_c0a621a7,2025-07-13,12:00:23,Lead_670d48d6,User 9,0,11407743,87578751
L_4b373b2e,2025-07-13,12:00:11,Lead_0a19563f,User 7,0,11407743,87578751
L_07771afe,2025-07-13,11:53:23,Lead_d8752196,User 7,0,11407743,87578751
L_58894e40,2025-07-13,11:39:35,Lead_9eb545f9,User 3,0,11407743,87578751
L_f8925428,2025-07-13,11:39:32,Lead_9a1a5378,User 4,0,11407743,87578751
L_248dc328,2025-07-13,11:38:05,Lead_03c03520,User 4,0,11407743,87578751
L_f35c7a32,2025-07-13,11:35:04,Lead_12c66c2f,User 4,0,11407743,87578751
L_c9a6d50e,2025-07-13,11:32:14,Lead_317502de,User 4,0,11407743,87578751
L_e1206ba0,2025-07-13,11:24:34,Lead_bdfce145,User 4,0,11407743,87578751
L_2a457b36,2025-07-13,11:14:06,Lead_57040db8,User 3,0,11407743,87578751
L_be844987,2025-07-13,11:06:39,Lead_27b659d1,User 3,0,11407743,87578751
L_ed3296c7,2025-07-13,10:48:55,Lead_017c332c,User 3,0,11407743,87578751
L_f8746fe5,2025-07-13,10:27:59,Lead_b9486a83,User 3,0,11407743,87578751
L_2f50486e,2025-07-13,10:13:07,Lead_988c4fc2,User 4,0,11407743,87578751
L_234cfdbf,2025-07-13,10:09:32,Lead_56bdbf4b,User 3,0,11407743,87578751
L_f980d439,2025-07-13,09:55:36,Lead_93750bf9,User 6,0,11407743,87578751
L_28c260f8,2025-07-13,09:54:34,Lead_f4f57385,User 3,0,11407743,87578751
L_7729b8d6,2025-07-13,09:49:49,Lead_860d4642,User 6,0,11407743,87578751
L_e710c30e,2025-07-13,09:42:46,Lead_fc9a019a,User 3,0,11407743,87578751
L_ff5c81d6,2025-07-13,08:56:18,Lead_7f616339,User 4,0,11407743,87578751
L_7f17ebb5,2025-07-13,08:55:45,Lead_6550a804,User 4,0,11407743,87578751
L_f3ff328b,2025-07-13,08:42:54,Lead_586386ca,User 8,0,11407743,87578751
L_fd856bee,2025-07-13,08:42:09,Lead_16856ceb,User 4,0,11407743,87578751
L_540dc277,2025-07-13,08:41:38,Lead_6d35c1ec,User 4,0,11407743,87578751
L_3278d8f1,2025-07-13,08:41:17,Lead_8eaf53a7,User 4,0,11407743,87578751
L_62f8f264,2025-07-13,08:39:15,Lead_66190dd9,User 4,0,11407743,87578751
L_5a15d6fc,2025-07-13,08:34:27,Lead_55fc3e4a,User 3,0,11407743,87578751
L_a597bbf3,2025-07-13,08:33:30,Lead_ff8a62c6,User 2,0,11407743,87578751
L_2d6f3255,2025-07-13,08:29:17,Lead_1b838f48,User 3,0,11407743,87578751
L_1d5890e1,2025-07-13,08:19:19,Lead_4c33dc03,User 4,0,11407743,87578751
L_fa4b6034,2025-07-13,08:10:45,Lead_afc88c14,User 4,0,11407743,87578751
L_d12f1ee5,2025-07-13,07:38:00,Lead_e795c3ef,User 4,0,11407743,87578751
L_5425af07,2025-07-13,07:35:35,Lead_4ddc24e1,User 3,0,11407743,87578751
L_887c4eef,2025-07-13,07:31:19,Lead_942e30ff,User 6,0,11407743,87578751
L_7dbebd3c,2025-07-13,07:30:21,Lead_60f0f616,User 10,0,11407743,87578751
L_3d17bf11,2025-07-13,07:27:32,Lead_aa754d79,User 3,0,11407743,87578751
L_686950d4,2025-07-13,07:18:44,Lead_4a2f4fb5,User 6,0,11407743,87578751
L_afa04da2,2025-07-13,07:14:57,Lead_f4f57385,User 3,0,11407743,87578751
L_7f1df2bf,2025-07-13,06:55:22,Lead_f5255a9f,User 6,0,11407743,87578751
L_54463046,2025-07-13,06:15:19,Lead_064045a2,User 6,0,11407743,87578751
L_ae0f686b,2025-07-13,06:11:11,Lead_9700fb33,User 6,0,11407743,87578751
L_2146f612,2025-07-13,05:59:47,Lead_010997e1,User 10,0,11407743,87578751
L_94744b0c,2025-07-13,05:56:56,Lead_6a492def,User 10,0,11407743,87578751
L_429b9a8f,2025-07-13,05:48:13,Lead_a62f9e56,User 3,0,11407743,87578751
L_14737dc2,2025-07-13,05:32:57,Lead_4c549c08,User 6,0,11407743,87578751
L_c720ee5d,2025-07-13,04:52:29,Lead_588fc425,User 6,0,11407743,87578751
L_4bb3fbb0,2025-07-13,04:31:08,Lead_5c108d3e,User 3,0,11407743,87578751
L_f1cc854e,2025-07-13,04:15:18,Lead_e588b7bc,User 6,0,11407743,87578751
L_1d6fa805,2025-07-13,04:10:14,Lead_e92e208b,User 4,0,11407743,87578751
L_9f04b38b,2025-07-13,01:33:55,Lead_2cf61fdf,User 10,0,11407743,87578751
L_b6b34827,2025-07-13,00:48:48,Lead_167c91dc,User 6,0,11407743,87578751
L_4957ee6a,2025-07-13,00:28:18,Lead_21d3c0ab,User 6,0,11407743,87578751
L_4b6df20c,2025-07-12,23:56:30,Lead_6bc97744,User 6,0,11407743,87578751
L_4074baad,2025-07-12,23:53:00,Lead_818db1ae,User 4,0,11407743,87578751
L_d2303928,2025-07-12,23:33:43,Lead_0cffda13,User 3,0,11407743,87578751
L_4701fb79,2025-07-12,23:25:08,Lead_f6c3ccb4,User 6,0,11407743,87578751
L_05afd0d4,2025-07-12,23:18:47,Lead_818011c0,User 6,0,11407743,87578751
L_90e03f13,2025-07-12,23:17:03,Lead_4dee78ed,User 3,0,11407743,87578751
L_d36ccf0a,2025-07-12,23:12:11,Lead_ec682996,User 6,0,11407743,87578751
L_8a0448ff,2025-07-12,23:09:36,Lead_ab90d23f,User 6,0,11407743,87578751
L_44f22a1b,2025-07-12,23:09:09,Lead_24afbb0f,User 10,0,11407743,87578751
L_f28f28e3,2025-07-12,22:43:56,Lead_ac6dca3f,User 6,0,11407743,87578751
L_40239280,2025-07-12,22:40:27,Lead_1900ed22,User 6,0,11407743,87578751
L_2ce63516,2025-07-12,22:36:40,Lead_b758c604,User 6,0,11407743,87578751
L_012b80f6,2025-07-12,21:55:06,Lead_eedde9f3,User 4,0,11407743,87578751
L_2429d0db,2025-07-12,21:50:31,Lead_ab90d23f,User 4,0,11407743,87578751
L_18187434,2025-07-12,21:47:53,Lead_09e91957,User 6,0,11407743,87578751
L_ffb5ac95,2025-07-12,21:47:29,Lead_1cf24304,User 6,0,11407743,87578751
L_259c0778,2025-07-12,21:38:14,Lead_f4f52fce,User 3,0,11407743,87578751
L_a8e70753,2025-07-12,21:25:31,Lead_50b91ff1,User 6,0,11407743,87578751
L_e9f71042,2025-07-12,21:19:56,Lead_9c6035c0,User 3,0,11407743,87578751
L_9dd41d64,2025-07-12,21:12:55,Lead_b80fb38e,User 3,0,11407743,87578751
L_b30e44fd,2025-07-12,21:11:44,Lead_7ab7630a,User 4,0,11407743,87578751
L_e0edcb5d,2025-07-12,21:03:43,Lead_968d92e4,User 4,0,11407743,87578751
L_a0ca07c7,2025-07-12,20:56:09,Lead_3d04e9e1,User 3,0,11407743,87578751
L_5184ae78,2025-07-12,20:54:42,Lead_f519ac8a,User 3,0,11407743,87578751
L_31057bd0,2025-07-12,20:50:03,Lead_58bd0100,User 3,0,11407743,87578751
L_7eba85f6,2025-07-12,20:45:57,Lead_889b1c98,User 4,0,11407743,87578751
L_2e7ad7b9,2025-07-12,20:32:35,Lead_55b5e553,User 4,0,11407743,87578751
L_22d610c4,2025-07-12,20:28:28,Lead_58176575,User 10,0,11407743,87578751
L_570d95ca,2025-07-12,20:26:33,Lead_75132422,User 8,0,11407743,87578751
L_08ab0e0e,2025-07-12,20:24:45,Lead_a1ec703b,User 10,0,11407743,87578751
L_7409eccb,2025-07-12,20:24:42,Lead_ac7361fd,User 4,0,11407743,87578751
L_09effdfc,2025-07-12,20:24:29,Lead_d245ee49,User 4,0,11407743,87578751
L_e3772b53,2025-07-12,20:15:40,Lead_98b80e49,User 7,0,11407743,87578751
L_5076ee67,2025-07-12,20:07:16,Lead_a7d04cd0,User 7,0,11407743,87578751
L_b3ca3f22,2025-07-12,19:56:53,Lead_6028a256,User 8,0,11407743,87578751
L_f85a2358,2025-07-12,19:49:49,Lead_24eda01a,User 8,0,11407743,87578751
L_23757d4c,2025-07-12,19:42:14,Lead_4b4ce30d,User 8,0,11407743,87578751
L_7e9426a0,2025-07-12,19:40:47,Lead_4adbf52c,User 4,0,11407743,87578751
L_6619c991,2025-07-12,19:39:56,Lead_ea93d63c,User 6,0,11407743,87578751
L_fc5bae03,2025-07-12,19:35:27,Lead_e3f95641,User 7,0,11407743,87578751
L_a0ca558c,2025-07-12,19:25:48,Lead_696f362e,User 8,0,11407743,87578751
L_14e52a74,2025-07-12,19:23:08,Lead_d4bfde21,User 7,0,11407743,87578751
L_5772d6a6,2025-07-12,19:17:21,Lead_1cda318d,User 7,0,11407743,87578751
L_78953e65,2025-07-12,19:01:09,Lead_d9cd8ba9,User 7,0,11407743,87578751
L_971cda00,2025-07-12,18:47:11,Lead_327dad00,User 1,0,11407743,87578751
L_4af6b556,2025-07-12,18:44:16,Lead_be7a4624,User 7,0,11407743,87578751
L_577c85b3,2025-07-12,18:03:18,Lead_381fd504,User 8,0,11407743,87578751
L_d29a17fe,2025-07-12,17:58:15,Lead_ad908f32,User 2,0,11407743,87578751
L_a771cedb,2025-07-12,17:48:50,Lead_3f4186d1,User 8,0,11407743,87578751
L_39e3c99f,2025-07-12,17:31:35,Lead_16e4255d,User 7,0,11407743,87578751
L_00ca7842,2025-07-12,17:20:24,Lead_f04e3517,User 7,0,11407743,87578751
L_f8132b21,2025-07-12,17:12:59,Lead_cd263bb2,User 7,0,11407743,87578751
L_123ef573,2025-07-12,17:00:37,Lead_74dfc954,User 4,0,11407743,87578751
L_37f6990c,2025-07-12,16:58:45,Lead_4245b559,User 7,0,11407743,87578751
L_851c91e7,2025-07-12,16:50:02,Lead_d56524ae,User 8,0,11407743,87578751
L_a4a08166,2025-07-12,16:35:17,Lead_1fb5a6ba,User 8,0,11407743,87578751
L_a0d46c4b,2025-07-12,16:11:28,Lead_3c8310ef,User 7,0,11407743,87578751
L_d4d8ec36,2025-07-12,16:00:15,Lead_fa30cde4,User 7,0,11407743,87578751
L_8e647051,2025-07-12,15:49:14,Lead_e2406198,User 8,0,11407743,87578751
L_3af8f07b,2025-07-12,15:41:46,Lead_f375259c,User 2,0,11407743,87578751
L_84e4347d,2025-07-12,15:24:48,Lead_9d8f7077,User 8,0,11407743,87578751
L_84fe9d35,2025-07-12,15:14:20,Lead_31eadb73,User 4,0,11407743,87578751
L_384c9223,2025-07-12,15:04:47,Lead_847a763c,User 8,0,11407743,87578751
L_61e5564a,2025-07-12,13:32:17,Lead_268114c3,User 7,0,11407743,87578751
L_b483e8bf,2025-07-12,13:26:46,Lead_99b3df54,User 7,0,11407743,87578751
L_5d0e43b1,2025-07-12,13:17:14,Lead_786494f9,User 11,0,11407743,87578751
L_5a2116c1,2025-07-12,12:07:53,Lead_2612cea6,User 7,0,11407743,87578751
L_19d1719f,2025-07-12,10:48:40,Lead_73caae95,User 1,0,11407743,87578751
L_4d534c23,2025-07-12,09:34:38,Lead_dfc95e01,User 1,0,11407743,87578751
L_b63832a7,2025-07-12,09:28:14,Lead_c482e0d4,User 3,0,11407743,87578751
L_b418594d,2025-07-12,09:26:57,Lead_6ba059e0,User 1,0,11407743,87578751
L_f1d63292,2025-07-12,09:02:21,Lead_d5cab2ea,User 1,0,11407743,87578751
L_38e83a35,2025-07-12,08:24:43,Lead_c23f2b02,User 2,0,11407743,87578751
L_100fd6b8,2025-07-12,08:20:57,Lead_c7fc12b7,User 3,0,11407743,87578751
L_780f7235,2025-07-12,08:20:50,Lead_47dea382,User 1,0,11407743,87578751
L_016c3770,2025-07-12,07:46:10,Lead_d9e5d8d0,User 3,0,11407743,87578751
L_d6e38bff,2025-07-12,07:36:42,Lead_f1d6309e,User 3,0,11407743,87578751
L_ed02177b,2025-07-12,07:09:26,Lead_cfdb1e2f,User 10,0,11407743,87578751
L_1a544eba,2025-07-12,07:02:18,Lead_80662d9e,User 3,0,11407743,87578751
L_70624b8d,2025-07-12,06:59:08,Lead_076dac1d,User 3,0,11407743,87578751
L_5c499ac2,2025-07-12,06:41:24,Lead_eb38ae3e,User 10,0,11407743,87578751
L_7d8c57d5,2025-07-12,06:39:51,Lead_8a917c0a,User 9,0,11407743,87578751
L_7e9db364,2025-07-12,06:27:26,Lead_336fac89,User 8,0,11407743,87578751
L_95cd776e,2025-07-12,06:19:39,Lead_ef0a82ec,User 1,0,11407743,87578751
L_8044e183,2025-07-12,06:09:52,Lead_119d154c,User 5,0,11407743,87578755
L_a2e88a42,2025-07-12,05:55:20,Lead_b03c375f,User 10,0,11407743,87578751
L_dc6e1b86,2025-07-12,05:46:14,Lead_f97f3ac8,User 10,0,11407743,87578751
L_e2f9081b,2025-07-12,05:45:28,Lead_158a8908,User 1,0,11407743,87578751
L_ca35ad25,2025-07-12,05:38:18,Lead_716d2f6a,User 10,0,11407743,87578751
L_60bf881f,2025-07-12,05:19:07,Lead_250c8ba3,User 5,0,11407743,87578751
L_e3b2875b,2025-07-12,05:04:27,Lead_9874d0a9,User 6,0,11407743,87578751
L_24249fdf,2025-07-12,04:03:37,Lead_8a92419b,User 6,0,11407743,87578751
L_42c23a01,2025-07-12,03:25:42,Lead_11b5c102,User 6,0,11407743,87578751
L_801ff2f8,2025-07-12,02:53:19,Lead_77ee13d2,User 6,0,11407743,87578751
L_6129f411,2025-07-12,02:33:02,Lead_f8884975,User 6,0,11407743,87578751
L_3daa865d,2025-07-12,02:15:46,Lead_bfaa7063,User 5,0,11407743,87578751
L_2870872d,2025-07-12,01:26:35,Lead_455bfcca,User 6,0,11407743,87578751
L_3a75e419,2025-07-11,23:39:53,Lead_c2e5b6a2,User 6,0,11407743,87578751
L_50791bd7,2025-07-11,22:48:00,Lead_d1f12538,User 6,0,11407743,87578751
L_2ee18187,2025-07-11,22:47:09,Lead_73655a03,User 5,0,11407743,87578751
L_c9fe8304,2025-07-11,22:43:07,Lead_5db4497d,User 6,0,11407743,87578751
L_0a3b99c9,2025-07-11,22:36:56,Lead_897d6b14,User 6,0,11407743,87578751
L_f604667c,2025-07-11,22:27:57,Lead_eda711ae,User 6,0,11407743,87578751
L_cac6784e,2025-07-11,22:19:26,Lead_a549f55a,User 6,0,11407743,87578751
L_84e289fb,2025-07-11,22:01:31,Lead_e42e7f69,User 6,0,11407743,87578751
L_7e59e6f9,2025-07-11,21:59:57,Lead_1f2a3460,User 6,0,11407743,87578751
L_b4fe43f1,2025-07-11,21:57:57,Lead_cecc395c,User 6,0,11407743,87578751
L_e04dc8b2,2025-07-11,21:55:01,Lead_c202e75d,User 6,0,11407743,87578751
L_79b964af,2025-07-11,21:52:52,Lead_a3d317df,User 6,0,11407743,87578751
L_d7f04929,2025-07-11,21:50:48,Lead_c7b50af9,User 6,0,11407743,87578751
L_4a6d78f1,2025-07-11,21:46:36,Lead_ab90d23f,User 6,0,11407743,87578751
L_69bfd4e0,2025-07-11,21:34:20,Lead_bd3acb97,User 6,0,11407743,87578751
L_7826c95d,2025-07-11,21:24:47,Lead_41ea5330,User 6,0,11407743,87578751
L_a22f137d,2025-07-11,21:23:31,Lead_6e1ba8ef,User 6,0,11407743,87578751
L_2eaaf634,2025-07-11,21:18:06,Lead_d30d4732,User 6,0,11407743,87578751
L_5cbab328,2025-07-11,21:17:23,Lead_82a8909c,User 6,0,11407743,87578751
L_8edf7c5a,2025-07-11,21:14:06,Lead_188a1e2f,User 6,0,11407743,87578751
L_2dbb2964,2025-07-11,21:09:56,Lead_39027691,User 6,0,11407743,87578751
L_e2923dac,2025-07-11,21:08:38,Lead_9fee17ff,User 6,0,11407743,87578751
L_8d496e08,2025-07-11,21:01:21,Lead_33759519,User 6,0,11407743,87578751
L_234df5ba,2025-07-11,20:59:59,Lead_917c91a3,User 2,0,11407743,87578751
L_88107083,2025-07-11,20:59:22,Lead_a649594c,User 6,0,11407743,87578751
L_bca92c99,2025-07-11,20:58:20,Lead_b24cdfd6,User 6,0,11407743,87578751
L_31619199,2025-07-11,20:56:13,Lead_5de631c7,User 6,0,11407743,87578751
L_7012d772,2025-07-11,20:55:38,Lead_02ae7f74,User 6,0,11407743,87578751
L_95e1db63,2025-07-11,20:55:31,Lead_acceee06,User 6,0,11407743,87578751
L_51ec0df1,2025-07-11,20:52:57,Lead_4742d34f,User 6,0,11407743,87578751
L_e7659756,2025-07-11,20:48:35,Lead_d8326693,User 6,0,11407743,87578751
L_bf785523,2025-07-11,20:47:35,Lead_345878dc,User 6,0,11407743,87578751
L_e35209a7,2025-07-11,20:45:58,Lead_20edcd9f,User 5,0,11407743,87578751
L_6d56c880,2025-07-11,20:45:30,Lead_5ddce66e,User 8,0,11407743,87578751
L_ca21fa91,2025-07-11,20:45:30,Lead_608b50b2,User 6,0,11407743,87578751
L_85a20dfa,2025-07-11,20:44:56,Lead_6e7b289b,User 6,0,11407743,87578751
L_b392a5eb,2025-07-11,20:44:51,Lead_1f1cbfbd,User 6,0,11407743,87578751
L_bff95b4f,2025-07-11,20:44:12,Lead_187500fb,User 6,0,11407743,87578751
L_caa71598,2025-07-11,20:43:16,Lead_ad76b388,User 6,0,11407743,87578751
L_e6da48f4,2025-07-11,20:38:15,Lead_4936adca,User 8,0,11407743,87578751
L_638ad4fa,2025-07-11,20:37:24,Lead_dfbf1334,User 6,0,11407743,87578751
L_0cc155c0,2025-07-11,20:35:48,Lead_430567de,User 6,0,11407743,87578751
L_9e4cfd9a,2025-07-11,20:32:14,Lead_30b457c2,User 6,0,11407743,87578751
L_16ee0286,2025-07-11,20:28:28,Lead_568016a7,User 8,0,11407743,87578751
L_a7c7014e,2025-07-11,20:01:13,Lead_bb725439,User 5,0,11407743,142
L_7c81eb2f,2025-07-11,19:22:38,Lead_a42eef40,User 4,0,11407743,87578751
L_a1f9a0f5,2025-07-11,19:17:10,Lead_34857b62,User 7,0,11407743,87578751
L_97a233d6,2025-07-11,19:07:54,Lead_971b6ca2,User 2,0,11407743,87578751
L_cfd4538d,2025-07-11,19:07:50,Lead_2eedcf2d,User 8,0,11407743,87578751
L_83c1615b,2025-07-11,18:57:21,Lead_abb64924,User 8,0,11407743,87578751
L_95095d16,2025-07-11,18:20:18,Lead_81268455,User 7,0,11407743,87578751
L_43a52227,2025-07-11,18:10:13,Lead_119d154c,User 5,111000,11407743,142
L_42f23e2e,2025-07-11,17:51:27,Lead_1b441156,User 8,0,11407743,87578751
L_587bb4e6,2025-07-11,17:32:56,Lead_eff4f86b,User 2,0,11407743,87578751
L_e8a1e4a7,2025-07-11,17:29:40,Lead_3c2c381a,User 2,0,11407743,87578751
L_70eda3de,2025-07-11,17:20:51,Lead_859ad4fd,User 8,0,11407743,87578751
L_34df8ca0,2025-07-11,17:16:34,Lead_356699d7,User 5,0,11407743,87578751
L_16f72ea7,2025-07-11,17:04:41,Lead_5ac6efd6,User 8,0,11407743,87578751
L_5e83e764,2025-07-11,17:01:19,Lead_7e1f6431,User 2,0,11407743,87578751
L_ad8867d0,2025-07-11,16:52:37,Lead_da1f689a,User 6,0,11407743,87578751
L_4913db26,2025-07-11,16:45:32,Lead_8cc4e9fe,User 5,0,11407743,87578751
L_a2f54535,2025-07-11,16:40:40,Lead_119d154c,User 5,26460,11407743,142
L_2af9778f,2025-07-11,16:39:32,Lead_8ec5332b,User 5,0,11407743,87578751
L_af605277,2025-07-11,16:30:49,Lead_623ce42f,User 2,0,11407743,87578751
L_bc6f44c3,2025-07-11,16:25:23,Lead_42280ba9,User 5,0,11407743,143
L_b856f89b,2025-07-11,16:22:02,Lead_df28afe6,User 5,0,11407743,142
L_0d579ba2,2025-07-11,16:12:46,Lead_478a3ef0,User 8,0,11407743,87578751
L_7b25fe0b,2025-07-11,15:57:22,Lead_ea437651,User 8,0,11407743,87578751
L_bd59d468,2025-07-11,15:44:04,Lead_88c60bf0,User 10,0,11407743,87578751
L_c09a4efd,2025-07-11,15:42:06,Lead_8a231cb8,User 2,0,11407743,87578751
L_8dd87a12,2025-07-11,15:27:46,Lead_7179225f,User 5,0,11407743,87578751
L_01c159fe,2025-07-11,15:27:05,Lead_4b753820,User 5,0,11407743,87578751
L_d4a9c513,2025-07-11,14:48:27,Lead_a97d50ad,User 8,0,11407743,87578751
L_27736ed9,2025-07-11,14:39:24,Lead_07c3859f,User 8,0,11407743,87578751
L_ccfb50e6,2025-07-11,14:30:14,Lead_8b21dce2,User 2,0,11407743,87578751
L_70135353,2025-07-11,14:28:44,Lead_c67a2c68,User 4,0,11407743,87578751
L_3b577468,2025-07-11,14:24:38,Lead_0c53797c,User 8,0,11407743,87578751
L_5cd2441e,2025-07-11,14:13:37,Lead_96a8f9e4,User 8,0,11407743,87578751
L_1498cc6f,2025-07-11,13:32:55,Lead_6c2ce059,User 7,0,11407743,87578751
L_f4e263a5,2025-07-11,13:27:09,Lead_39198c8e,User 8,0,11407743,87578751
L_30ffa1c3,2025-07-11,13:02:34,Lead_a549f55a,User 4,0,11407743,87578751
L_a03ac139,2025-07-11,13:01:12,Lead_79f2b58d,User 4,0,11407743,87578751
L_5326377d,2025-07-11,12:48:26,Lead_55fc3e4a,User 8,0,11407743,87578751
L_0a009938,2025-07-11,12:39:15,Lead_5eabee4e,User 4,0,11407743,87578751
L_99f71cfb,2025-07-11,12:25:19,Lead_5236d35c,User 4,0,11407743,87578751
L_5428d81d,2025-07-11,12:14:11,Lead_9c99900d,User 4,0,11407743,87578751
L_a220b2e0,2025-07-11,11:56:55,Lead_2205b7de,User 2,0,11407743,87578751
L_555e5850,2025-07-11,11:48:05,Lead_0031d4dd,User 3,0,11407743,87578751
L_161c3481,2025-07-11,11:45:46,Lead_3cda698a,User 4,0,11407743,87578751
L_86139692,2025-07-11,11:38:39,Lead_ac32ded6,User 1,0,11407743,87578751
L_3bbdbfe5,2025-07-11,11:26:44,Lead_bdcc8687,User 3,0,11407743,87578751
L_d325c75c,2025-07-11,11:26:15,Lead_537ea1dc,User 1,0,11407743,87578751
L_e37a1d7e,2025-07-11,11:05:47,Lead_119d154c,User 5,0,11407743,142
L_bfafb609,2025-07-11,10:44:49,Lead_3ecd0a64,User 4,0,11407743,87578751
L_f0d89438,2025-07-11,10:37:57,Lead_29464d6b,User 3,0,11407743,87578751
L_ca8c3979,2025-07-11,10:36:54,Lead_ad85acc7,User 4,0,11407743,87578751
L_3dfce80a,2025-07-11,10:34:41,Lead_09068801,User 8,0,11407743,87578751
L_b734f709,2025-07-11,10:34:33,Lead_335854d9,User 8,0,11407743,87578751
L_00383024,2025-07-11,10:05:24,Lead_04c5e755,User 5,0,11407743,87578751
L_e2f7b59e,2025-07-11,10:01:04,Lead_9a2351de,User 3,0,11407743,87578751
L_a31122d4,2025-07-11,09:57:40,Lead_16ffa1b7,User 6,0,11407743,87578751
L_a0d2fa2a,2025-07-11,09:51:18,Lead_13c51d80,User 1,0,11407743,87578751
L_b1e96f36,2025-07-11,09:41:25,Lead_412cd57a,User 4,0,11407743,87578751
L_de4d8829,2025-07-11,09:40:23,Lead_4f8c15fa,User 6,0,11407743,87578751
L_4dcbcda0,2025-07-11,09:39:59,Lead_c8bdb435,User 1,0,11407743,87578751
L_3efb1e78,2025-07-11,09:35:00,Lead_119d154c,User 5,0,11407743,87578755
L_82087b96,2025-07-11,08:53:07,Lead_6e674374,User 6,0,11407743,87578751
L_7e64f099,2025-07-11,08:50:55,Lead_239c4f2c,User 10,0,11407743,87578751
L_4b3efe5a,2025-07-11,08:49:21,Lead_999bb196,User 8,0,11407743,87578751
L_d4419658,2025-07-11,08:45:41,Lead_7ab7630a,User 4,0,11407743,87578751
L_a28863bf,2025-07-11,08:43:35,Lead_e373c6ad,User 6,0,11407743,87578751
L_a3fd8d4c,2025-07-11,08:40:05,Lead_d11c3395,User 3,0,11407743,87578751
L_5addfd2a,2025-07-11,08:37:22,Lead_b15c7495,User 8,0,11407743,87578751
L_a141404c,2025-07-11,08:33:08,Lead_90fffbff,User 4,0,11407743,87578751
L_2dbd0e4c,2025-07-11,08:30:00,Lead_e71c69c7,User 6,0,11407743,87578751
L_54ffec39,2025-07-11,08:29:00,Lead_b19f2b0d,User 6,0,11407743,87578751
L_cb30fa87,2025-07-11,08:15:55,Lead_a549f55a,User 4,0,11407743,87578751
L_a89e18cb,2025-07-11,08:14:16,Lead_359b1093,User 6,0,11407743,87578751
L_1aaaefeb,2025-07-11,07:48:54,Lead_008d8c9a,User 9,0,11407743,87578751
L_6a0db93a,2025-07-11,07:47:39,Lead_e18573cc,User 6,0,11407743,87578751
L_1ad417bf,2025-07-11,07:41:59,Lead_8b3dba38,User 8,0,11407743,87578751
L_dbd72654,2025-07-11,07:34:41,Lead_ac1da337,User 6,0,11407743,87578751
L_7a8d1d38,2025-07-11,07:26:03,Lead_f915ff77,User 3,0,11407743,87578751
L_93ad6929,2025-07-11,07:18:19,Lead_2fc602d5,User 1,0,11407743,87578751
L_ee5b0194,2025-07-11,07:16:07,Lead_4c068fbd,User 6,0,11407743,87578751
L_dfd708d5,2025-07-11,07:15:37,Lead_baf1d83d,User 3,0,11407743,87578751
L_1f571068,2025-07-11,06:57:06,Lead_dc24a50f,User 10,0,11407743,87578751
L_f4f46a88,2025-07-11,06:55:25,Lead_6b345aa3,User 6,0,11407743,87578751
L_296127db,2025-07-11,06:50:59,Lead_2c0fb2e3,User 6,0,11407743,87578751
L_3b07261d,2025-07-11,06:40:31,Lead_5f267051,User 10,0,11407743,87578751
L_096d8d97,2025-07-11,06:29:16,Lead_f664f4b4,User 3,0,11407743,87578751
L_0e5e1527,2025-07-11,06:15:39,Lead_2d92658f,User 10,0,11407743,87578751
L_2c9935a5,2025-07-11,06:04:42,Lead_aa72c4c2,User 4,0,11407743,87578751
L_d9c53511,2025-07-11,05:50:59,Lead_ed726d20,User 3,0,11407743,87578751
L_19ca1ded,2025-07-11,05:37:14,Lead_6f15cb0a,User 6,0,11407743,87578751
L_6877b4ff,2025-07-11,05:31:29,Lead_10917424,User 6,0,11407743,87578751
L_503b7807,2025-07-11,05:11:13,Lead_d1b813e7,User 6,0,11407743,87578751
L_9508583e,2025-07-11,05:03:03,Lead_8e9c1bd1,User 6,0,11407743,87578751
L_badef478,2025-07-11,04:52:54,Lead_ab90d23f,User 6,0,11407743,87578751
L_e0bdf25b,2025-07-11,04:28:15,Lead_02aa46d3,User 6,0,11407743,87578751
L_cf5f5e8e,2025-07-11,04:02:43,Lead_653e32e0,User 6,0,11407743,87578751
L_fc8f479a,2025-07-11,02:47:56,Lead_3b097900,User 6,0,11407743,87578751
L_8d233e19,2025-07-11,01:11:42,Lead_378b1990,User 4,0,11407743,87578751
L_1239586f,2025-07-10,23:43:27,Lead_ab45b191,User 6,0,11407743,87578751
L_7c34ec80,2025-07-10,23:41:29,Lead_b468e9f3,User 6,0,11407743,87578751
L_d62531b6,2025-07-10,23:23:46,Lead_b44ebf23,User 6,0,11407743,87578751
L_9394eebf,2025-07-10,23:22:05,Lead_65603b8b,User 6,0,11407743,87578751
L_46c493fd,2025-07-10,23:20:22,Lead_b1993d45,User 2,0,11407743,87578751
L_0af67661,2025-07-10,23:18:35,Lead_a67ec99c,User 6,0,11407743,87578751
